,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
30,30,"((0, 'g'), 8.785349308535995)","((1, 'e'), 4.64558757990511)","((2, 'e'), 6.573342332415707)","((3, 'k'), 7.280567279457599)","((4, '<END>'), 6.164460171114544)","((5, '<MASK>'), 5.244377828139847)","((6, '<MASK>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
31,31,"((0, 'd'), 8.785349308535995)","((1, 'a'), 4.64558757990511)","((2, 'd'), 6.573342332415707)","((3, 'd'), 7.280567279457599)","((4, 'y'), 6.164460171114544)","((5, '<END>'), 5.244377828139847)","((6, '<MASK>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
32,32,"((0, 'r'), 8.785349308535995)","((1, 'e'), 4.64558757990511)","((2, 'b'), 6.573342332415707)","((3, 'a'), 7.280567279457599)","((4, 't'), 6.164460171114544)","((5, 'e'), 5.244377828139847)","((6, '<END>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
33,33,"((0, 'c'), 8.785349308535995)","((1, 'h'), 4.64558757990511)","((2, 'i'), 6.573342332415707)","((3, 'l'), 7.280567279457599)","((4, 'd'), 6.164460171114544)","((5, '<END>'), 5.244377828139847)","((6, '<MASK>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
34,34,"((0, 'd'), 8.785349308535995)","((1, 'r'), 4.64558757990511)","((2, 'i'), 6.573342332415707)","((3, 'v'), 7.280567279457599)","((4, 'e'), 6.164460171114544)","((5, '<END>'), 5.244377828139847)","((6, '<MASK>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
35,35,"((0, 'u'), 8.785349308535995)","((1, 'r'), 4.64558757990511)","((2, 'l'), 6.573342332415707)","((3, '<END>'), 7.280567279457599)","((4, '<MASK>'), 6.164460171114544)","((5, '<MASK>'), 5.244377828139847)","((6, '<MASK>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
36,36,"((0, 'm'), 8.785349308535995)","((1, 'o'), 4.64558757990511)","((2, 'v'), 6.573342332415707)","((3, 'e'), 7.280567279457599)","((4, '<END>'), 6.164460171114544)","((5, '<MASK>'), 5.244377828139847)","((6, '<MASK>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
37,37,"((0, 'c'), 8.785349308535995)","((1, 'o'), 4.64558757990511)","((2, 'n'), 6.573342332415707)","((3, 'c'), 7.280567279457599)","((4, 'e'), 6.164460171114544)","((5, 'p'), 5.244377828139847)","((6, 't'), 4.051664936872798)","((7, 's'), 4.01935157472377)","((8, '<END>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
38,38,"((0, 'e'), 8.785349308535995)","((1, 's'), 4.64558757990511)","((2, 't'), 6.573342332415707)","((3, 'a'), 7.280567279457599)","((4, 't'), 6.164460171114544)","((5, 'e'), 5.244377828139847)","((6, '<END>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
39,39,"((0, 'v'), 8.785349308535995)","((1, 'i'), 4.64558757990511)","((2, 'i'), 6.573342332415707)","((3, 'i'), 7.280567279457599)","((4, '<END>'), 6.164460171114544)","((5, '<MASK>'), 5.244377828139847)","((6, '<MASK>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
40,40,"((0, 'g'), 8.785349308535995)","((1, 'u'), 4.64558757990511)","((2, 'a'), 6.573342332415707)","((3, 'r'), 7.280567279457599)","((4, 'a'), 6.164460171114544)","((5, 'n'), 5.244377828139847)","((6, 't'), 4.051664936872798)","((7, 'e'), 4.01935157472377)","((8, 'e'), 3.0599042910165313)","((9, 'd'), 3.411367584555105)","((10, '<END>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
41,41,"((0, 'c'), 8.785349308535995)","((1, 'l'), 4.64558757990511)","((2, 'a'), 6.573342332415707)","((3, 's'), 7.280567279457599)","((4, 's'), 6.164460171114544)","((5, 'i'), 5.244377828139847)","((6, 'c'), 4.051664936872798)","((7, 's'), 4.01935157472377)","((8, '<END>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
42,42,"((0, 'm'), 8.785349308535995)","((1, 'a'), 4.64558757990511)","((2, 's'), 6.573342332415707)","((3, 'o'), 7.280567279457599)","((4, 'n'), 6.164460171114544)","((5, '<END>'), 5.244377828139847)","((6, '<MASK>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
43,43,"((0, 'i'), 8.785349308535995)","((1, 'n'), 4.64558757990511)","((2, 'd'), 6.573342332415707)","((3, 'u'), 7.280567279457599)","((4, 'c'), 6.164460171114544)","((5, 'e'), 5.244377828139847)","((6, 'd'), 4.051664936872798)","((7, '<END>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
44,44,"((0, 'w'), 8.785349308535995)","((1, 'e'), 4.64558757990511)","((2, 'e'), 6.573342332415707)","((3, 'k'), 7.280567279457599)","((4, 'l'), 6.164460171114544)","((5, 'y'), 5.244377828139847)","((6, '<END>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
45,45,"((0, 'g'), 8.785349308535995)","((1, '<END>'), 4.64558757990511)","((2, '<MASK>'), 6.573342332415707)","((3, '<MASK>'), 7.280567279457599)","((4, '<MASK>'), 6.164460171114544)","((5, '<MASK>'), 5.244377828139847)","((6, '<MASK>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
46,46,"((0, 'g'), 8.785349308535995)","((1, 'l'), 4.64558757990511)","((2, 'a'), 6.573342332415707)","((3, 's'), 7.280567279457599)","((4, 'g'), 6.164460171114544)","((5, 'o'), 5.244377828139847)","((6, 'w'), 4.051664936872798)","((7, '<END>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
47,47,"((0, 'a'), 8.785349308535995)","((1, 'u'), 4.64558757990511)","((2, 't'), 6.573342332415707)","((3, 'o'), 7.280567279457599)","((4, 'm'), 6.164460171114544)","((5, 'a'), 5.244377828139847)","((6, 't'), 4.051664936872798)","((7, 'i'), 4.01935157472377)","((8, 'c'), 3.0599042910165313)","((9, 'a'), 3.411367584555105)","((10, 'l'), 3.5704332519713797)","((11, 'l'), 3.405260773761865)","((12, 'y'), 2.8061966433335375)","((13, '<END>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
48,48,"((0, 'e'), 8.785349308535995)","((1, 'x'), 4.64558757990511)","((2, 'c'), 6.573342332415707)","((3, 'i'), 7.280567279457599)","((4, 't'), 6.164460171114544)","((5, 'i'), 5.244377828139847)","((6, 'n'), 4.051664936872798)","((7, 'g'), 4.01935157472377)","((8, '<END>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
49,49,"((0, 'r'), 8.785349308535995)","((1, 'e'), 4.64558757990511)","((2, 's'), 6.573342332415707)","((3, 't'), 7.280567279457599)","((4, 'a'), 6.164460171114544)","((5, 'u'), 5.244377828139847)","((6, 'r'), 4.051664936872798)","((7, 'a'), 4.01935157472377)","((8, 'n'), 3.0599042910165313)","((9, 't'), 3.411367584555105)","((10, 's'), 3.5704332519713797)","((11, '<END>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
50,50,"((0, 'p'), 8.785349308535995)","((1, 'i'), 4.64558757990511)","((2, 'e'), 6.573342332415707)","((3, '<END>'), 7.280567279457599)","((4, '<MASK>'), 6.164460171114544)","((5, '<MASK>'), 5.244377828139847)","((6, '<MASK>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
51,51,"((0, 'b'), 8.785349308535995)","((1, 'i'), 4.64558757990511)","((2, '<END>'), 6.573342332415707)","((3, '<MASK>'), 7.280567279457599)","((4, '<MASK>'), 6.164460171114544)","((5, '<MASK>'), 5.244377828139847)","((6, '<MASK>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
52,52,"((0, 'g'), 8.785349308535995)","((1, 'r'), 4.64558757990511)","((2, 'o'), 6.573342332415707)","((3, 'w'), 7.280567279457599)","((4, 'n'), 6.164460171114544)","((5, '<END>'), 5.244377828139847)","((6, '<MASK>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
53,53,"((0, 'm'), 8.785349308535995)","((1, 'i'), 4.64558757990511)","((2, 'n'), 6.573342332415707)","((3, 'u'), 7.280567279457599)","((4, 't'), 6.164460171114544)","((5, 'e'), 5.244377828139847)","((6, '<END>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
54,54,"((0, 'f'), 8.785349308535995)","((1, 'o'), 4.64558757990511)","((2, 'r'), 6.573342332415707)","((3, 'm'), 7.280567279457599)","((4, 'e'), 6.164460171114544)","((5, 'r'), 5.244377828139847)","((6, '<END>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
55,55,"((0, 'b'), 8.785349308535995)","((1, 'u'), 4.64558757990511)","((2, 'r'), 6.573342332415707)","((3, 'n'), 7.280567279457599)","((4, 'e'), 6.164460171114544)","((5, 'r'), 5.244377828139847)","((6, '<END>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
56,56,"((0, 'g'), 8.785349308535995)","((1, 'e'), 4.64558757990511)","((2, 'o'), 6.573342332415707)","((3, 'r'), 7.280567279457599)","((4, 'g'), 6.164460171114544)","((5, 'i'), 5.244377828139847)","((6, 'a'), 4.051664936872798)","((7, '<END>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
57,57,"((0, 's'), 8.785349308535995)","((1, 'p'), 4.64558757990511)","((2, 'a'), 6.573342332415707)","((3, 'n'), 7.280567279457599)","((4, 'k'), 6.164460171114544)","((5, 'i'), 5.244377828139847)","((6, 'n'), 4.051664936872798)","((7, 'g'), 4.01935157472377)","((8, '<END>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
58,58,"((0, 'i'), 8.785349308535995)","((1, 'n'), 4.64558757990511)","((2, '<END>'), 6.573342332415707)","((3, '<MASK>'), 7.280567279457599)","((4, '<MASK>'), 6.164460171114544)","((5, '<MASK>'), 5.244377828139847)","((6, '<MASK>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
59,59,"((0, 'i'), 8.785349308535995)","((1, 'l'), 4.64558757990511)","((2, 'l'), 6.573342332415707)","((3, 'u'), 7.280567279457599)","((4, 's'), 6.164460171114544)","((5, 't'), 5.244377828139847)","((6, 'r'), 4.051664936872798)","((7, 'a'), 4.01935157472377)","((8, 't'), 3.0599042910165313)","((9, 'i'), 3.411367584555105)","((10, 'o'), 3.5704332519713797)","((11, 'n'), 3.405260773761865)","((12, '<END>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
60,60,"((0, 'r'), 8.785349308535995)","((1, 'e'), 4.64558757990511)","((2, 'a'), 6.573342332415707)","((3, 's'), 7.280567279457599)","((4, 'o'), 6.164460171114544)","((5, 'n'), 5.244377828139847)","((6, '<END>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
61,61,"((0, 'l'), 8.785349308535995)","((1, 'e'), 4.64558757990511)","((2, 's'), 6.573342332415707)","((3, 's'), 7.280567279457599)","((4, 'e'), 6.164460171114544)","((5, 'r'), 5.244377828139847)","((6, '<END>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
62,62,"((0, 'n'), 8.785349308535995)","((1, 'o'), 4.64558757990511)","((2, '<END>'), 6.573342332415707)","((3, '<MASK>'), 7.280567279457599)","((4, '<MASK>'), 6.164460171114544)","((5, '<MASK>'), 5.244377828139847)","((6, '<MASK>'), 4.051664936872798)","((7, '<MASK>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
63,63,"((0, 'c'), 8.785349308535995)","((1, 'o'), 4.64558757990511)","((2, 'n'), 6.573342332415707)","((3, 's'), 7.280567279457599)","((4, 'i'), 6.164460171114544)","((5, 's'), 5.244377828139847)","((6, 't'), 4.051664936872798)","((7, 'e'), 4.01935157472377)","((8, 'n'), 3.0599042910165313)","((9, 't'), 3.411367584555105)","((10, 'l'), 3.5704332519713797)","((11, 'y'), 3.405260773761865)","((12, '<END>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
64,64,"((0, 'f'), 8.785349308535995)","((1, 'e'), 4.64558757990511)","((2, 'e'), 6.573342332415707)","((3, 'l'), 7.280567279457599)","((4, 'i'), 6.164460171114544)","((5, 'n'), 5.244377828139847)","((6, 'g'), 4.051664936872798)","((7, '<END>'), 4.01935157472377)","((8, '<MASK>'), 3.0599042910165313)","((9, '<MASK>'), 3.411367584555105)","((10, '<MASK>'), 3.5704332519713797)","((11, '<MASK>'), 3.405260773761865)","((12, '<MASK>'), 2.8061966433335375)","((13, '<MASK>'), 1.2343059900397857)","((14, '<MASK>'), 2.6743400068290217)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
